Timestamp,Email Address,Géopole / Geopole ,Niveau d'études / Level of study,Depuis combien de temps êtes-vous membre étudiant du CSBQ? / How long have you been a student member of the QCBS?,Ça fait combien de temps depuis que vous êtes membre étudiant du CSBQ? / How long has it been since you were a QCBS student member?,Que faites-vous maintenant? / What do you do now?,Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Ateliers R / R workshops],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Autres cours et ateliers / Other courses and workshops (Biodiversity Science course, QGIS, GIMP, SQL, etc.)]",Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Colloque annuel / Annual symposium],Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Réseau de chercheurs / Network of researchers],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Opportunités de leadership (postes de représentants, création d'ateliers, etc.) / Leadership opportunities (representative role, workshop creation, etc.)]","Si vous avez répondu ""fortement positif"" à une ou plusieurs des questions ci-dessus, SVP partagez un exemple d'impact positif qu'a eu le CSBQ sur votre parcours académique et/ou votre carrière. / If you answered ""strongly positive"" to any of the above, please share at least one example of how the QCBS has positively impacted your academic or professional career.",Comment évalueriez-vous l’influence du CSBQ sur votre développement en tant que chercheur(e)? / How would you rate the influence of the QCBS on your development as a researcher?,Combien de bourses avez-vous reçu du CSBQ? / How many awards have you received from the QCBS?," Si vous avez reçu une (ou plusieurs) bourses du CSBQ, qu’en avez-vous fait(es)? Si vous en avez reçu plusieurs, SVP partagez l'expérience qui vous a le plus bénéficié. / If you have received at least one award from the QCBS, what did you use it (or them) for? If you received many awards, please share your most beneficial experience.",Pensez-vous que les bourses du CSBQ vous ont permis d'accéder à des opportunités qui seraient autrement impossibles? / Do you think the QCBS awards allowed you to access opportunities that would otherwise have been impossible?,"Pour vous, le CSBQ c’est quoi en 2-3 mots? /What is the QCBS to you in 2-3 words?",Qu'est-ce que le CSBQ vous a apporté? / What have you gained from the QCBS?,Voulez-vous signer la lettre de soutien? / Would you like to sign the support letter?,Seriez-vous prêt à faire un témoignage vidéo? / Would you be interested in making a video testimonial?
3/6/2020 16:18:24,NA,McGill University,M. Sc.,> 2 ans/years,6 mois/months - 1 an/year,Research assistant,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Ne s'applique pas / Does not apply,I am one of the most qualified people in my working environment to navigate R because I took the whole workshop as a QCBS student. Other people in my lab who are not QCBS members did not attend the workshop (despite benefiting from the free online version) and are not even close to as literate and creative in R as those who took the workshop are. It's one of the most important resources available to junior graduate students. ,4,3 or more,"The first award I received was as an undergraduate, which funded some summer research and was at the base of my entire research career. The second and third awards I received were for field research and an internship in a specialized lab. Without these two awards, I would have only had half the data needed to make my graduate thesis. I also could not have forged a keystone collaborations with co-authors without these awards.",5,"network, advancement, sharing",knowledge and opportunities,Oui,No
3/6/2020 16:21:00,NA,McGill University,M. Sc.,> 2 ans/years,< 6 mois/months,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,,5,1,For travel to a conference abroad,5,Multidisciplinary group of researchers,"I made connections I wouldn’t have otherwise been capable to make, I got the chance to present my thesis work in progress twice at the annual symposiums, and I improved my french skills through those symposiums and the network itself!",Oui,No
3/6/2020 16:21:57,NA,McGill University,Post-Doc,> 2 ans/years,6 mois/months - 1 an/year,Postdoc ,Positif / Positive,Neutre / Neutral,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,"The annual symposium was a great opportunity to meet with other local researchers who share common interests. I was also lucky enough to be granted travel awards by QCBS twice during my PhD to communicate my research to a wider, international audience after having received feedback at this symposium.",4,2,I used both to travel to large international conferences to present my work (ASLO in 2015 and ESA in 2018. Both were great experiences that broadened my horizons as a scientist.,5,A community for researchers ,"Networking opportunities, education in the form of workshops and travel funding",Oui,Yes
3/6/2020 16:41:05,NA,McGill University,Ph.D.,> 2 ans/years,> 2 ans/years,PhD Student,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,,5,0,,5,,,Oui,No
3/6/2020 16:41:55,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,I am a PhD student,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,It provides a platform to develop my science communication skills. One of the first workshops I attended was on science communication at UQAM. There I learned the value of promoting science through social networks and by forming clubs. I used those skills to help form student groups and participate in citizen science projects.,4,0,,5,Network and opportunities,Access to opportunities and assists to events and workshops,Oui,No
3/6/2020 16:45:17,NA,,,,< 6 mois/months,Postdoctoral researcher,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,"The R workshops were extremely important for me, as a new grad student, to learn how to use R for data analysis. Since then, every project I have worked on or paper I have published (including those for my PhD thesis) has used those skills. ",4,1,I used a QCBS travel award to attend an international conference (2018 Evolution meetings) that I would have been financially unable to attend without the award. ,5,,,Oui,No
3/6/2020 16:54:06,NA,McGill University,Ph.D.,> 2 ans/years,,,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,Neutre / Neutral,,4,1,I used it to help fund research costs in the field in Quebec. It was extremely helpful as I wasn't able to apply for other McGill awards and it fully covered my field expenses and allowed me to collaborate with three other Quebec laboratories.,5,"Research, collaboration, diversity",Research opportunities with other laboratories and the chance to do work in the field,Oui,No
3/6/2020 17:11:55,NA,,,,,,,,,,,,,,,,,,Oui,
3/6/2020 18:20:52,NA,McGill University,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"Helped improve my skills in R statistical software, what was fundamental for my research.",5,2,,3,Extremely beneficial ,,Oui,No
3/7/2020 3:13:09,NA,Université de Montréal,M. Sc.,> 2 ans/years,> 2 ans/years,je viens de finir mon master et je cherche un travail en conservation,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,les bourses du CSBQ m'ont permis de voyager à des congrès internationaux où j'ai rencontré des chercheurs qui m'ont offert des opportunités de travail,5,2,des courses et des congrès internationaux,5,opportunités d'apprendre,un réseau très reconnu au Québec et ailleurs,Oui,No
3/7/2020 8:23:03,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,I am still a PhD student at McGill working on my dissertation,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,,5,1,I used my award to cover the costs of the Ecology course QCBS organizes,4,Community of support,,Oui,No
3/7/2020 9:16:02,NA,Concordia University,Ph.D.,> 2 ans/years,> 2 ans/years,I am doing research on community phylogenetics of tropical trees at Western ghats southern India.,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,The r statistical workshops has provided necessary skills to analyse the datasets. And more importantly the excellence award helped to present my research and network with researchers at association for tropical biology and conservation ATBC Asia Pacific conference at SriLanka.,5,1,I have used excellence award to attent association for tropical biology and conservation conference at SriLanka September 2019.,5,Its a network of researchers who provide training and grant financial support to do research.,I gained statistical skills and an opportunity to attend a international conference.,Oui,Yes
3/7/2020 13:05:44,NA,Université du Québec à Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,Finishing my PhD,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"1ère Expérience d'enseignement et de création de contenu en tant que présentateurs pour les ateliers R, le coloc de grande qualité pour cette petite structure qu'est le QCBS, m'a permis d'élargir mon réseau et de présenter mes recherches",4,0,,,Efficacité - Diversité ,"1ère Expérience d'enseignement et de création de contenu en tant que présentateurs pour les ateliers R, le coloc de grande qualité pour cette petite structure qu'est le QCBS, m'a permis d'élargir mon réseau et de présenter mes recherches",Oui,Yes
3/7/2020 14:45:55,NA,McGill University,Ph.D.,> 2 ans/years,,,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Allowed for collaboration with other students I may not have otherwise met. Helped me learn R,5,1,Training for field work in a techniques my lab was not familiar with.,5,leadership research network,Networking and research opportunities ,Oui,No
3/7/2020 15:34:24,NA,Université de Montréal,M. Sc.,< 1 an/year,< 6 mois/months,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Neutre / Neutral,1ère opportunité de présentation dans un colloque d'envergure,5,0,,4,"formations, réseau, communauté","Plusieurs opportunités de formation uniques, ainsi qu'un réseau de contacts et de soutien",Oui,No
3/8/2020 8:56:43,NA,,,,> 2 ans/years,Associate asset manager @ EDF renewables,Neutre / Neutral,Neutre / Neutral,Fortement positif / Strongly positive,Positif / Positive,Neutre / Neutral,Permis de présenter les résultats de ma recherche et recevoir du feed-back très constructif de la part de la communauté de chercheurs-euses spécialisés en sciences de la biodiversité.,4,1,Participation à une conférence de statut international (ESA),5,"Communauté, support, action",Soutien à la recherche,Oui,No
3/8/2020 12:41:08,NA,Université du Québec à Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,PhD,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Networking opportunities ,4,0,,,community - Progress,Collaboration and outreach ,Oui,No
3/8/2020 18:19:41,NA,McGill University,Ph.D.,> 2 ans/years,,,Positif / Positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Positif / Positive,Ne s'applique pas / Does not apply,,5,0,,,,,Oui,No
3/8/2020 18:37:58,NA,,,,6 mois/months - 1 an/year,Data analyst for biodiversity conservation,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Ne s'applique pas / Does not apply,The QCBS Biodiversity Science course I took at the beginning of my graduate studies was foundational in equipping me with the knowledge and skills required to conduct impactful and rigorous biodiversity science research.,5,2,"Funding from the QCBS enabled me to participate in a land use and urban planning exercise in Panama City, bringing a biodiversity science perspective to local urban planning considerations.",5,,"The QCBS' R workshops, graduate courses, symposium, financial support, and networking opportunities were central to my graduate training.",Oui,No
3/9/2020 9:25:54,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,,Government - Research,Positif / Positive,Positif / Positive,Positif / Positive,Neutre / Neutral,Ne s'applique pas / Does not apply,,4,2,Travel grant to attend scientific conference,4,Support and training,,Oui,No
3/9/2020 9:37:51,NA,Université du Québec à Rimouski,Ph.D.,> 2 ans/years,> 2 ans/years,Rédaction de thèse,Positif / Positive,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,"J'ai pu présenter le résultat de mes recherches dès ma première année de doctorat au colloque du CSBQ, ce qui a été très encourageant pour la suite",4,3 or more,"J'ai reçu 3 bourses, deux d'entre elles m'ont permis de participer à des congrès de niveau international, ce qui m'a été extrêmement bénéfique. En effet, lors de ces congrès j'ai eu la chance de rencontrer et d'échanger avec des chercheurs et des étudiants travaillant dans le même domaine que moi. J'ai également pu présenter les résultats de mes recherches et avoir des retours très constructifs pour la suite de mon projet de thèse. 

Une troisième bourse m'a permis d'effectuer un stage de formation dans une autre université. Ce stage m'a permis d'acquérir de nouvelles connaissances et compétences. J'ai également pu échanger avec d'autres étudiants et améliorer mon anglais ce qui m'est bénéfique pour la rédaction des articles et les présentations dans les congrès.
",5,"Regroupement, support, formation","Soutient financier, de nouvelles opportunités, des formations solides",Oui,No
3/9/2020 9:58:02,NA,Université du Québec en Outaouais,Ph.D.,> 2 ans/years,,,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,,4,1,,5,Un réseau vivant qui intègre plusieurs disciplines au tour des enjeux de la biodiversité. ,,Oui,Yes
3/9/2020 10:01:12,NA,Université du Québec en Outaouais,Ph.D.,> 2 ans/years,,,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,,4,2,"Le fait de recevoir des bourses du CSBQ m'a permis d'aller faire une formation en modélisation multi-agents en France pendant 2 semaines et m'a permis d'aller présenter mes travaux de recherche dans le cadre d'une conférence internationale (ICHA) à Nantes, France. ",5,,,Oui,No
3/9/2020 10:15:05,NA,Université du Québec à Rimouski,Ph.D.,< 1 an/year,,,Positif / Positive,Ne s'applique pas / Does not apply,Neutre / Neutral,Positif / Positive,Neutre / Neutral,,3,0,,3,,,Oui,No
3/9/2020 10:37:20,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Being able to teach R workshops has really advanced my career and given me the opportunity to learn new skills in R and in teaching,4,3 or more,I received two QCBS excellence award to help me with my fieldwork and an internship. Without the QCBS support I would not have been able to travel and develop a side project to my PhD,5,The QCBS is a network of knowledge,Support and development,Oui,No
3/9/2020 10:50:48,NA,Université du Québec à Rimouski,M. Sc.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,,3,0,,3,,,Oui,No
3/9/2020 10:52:31,NA,McGill University,Post-Doc,> 2 ans/years,,,Neutre / Neutral,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Neutre / Neutral,Positif / Positive,Attended a great workshop by Guillaume Larocque on database management and form creation with PostgreSQL and other tools.,3,0,,,,,Oui,No
3/9/2020 12:23:35,NA,Université du Québec à Rimouski,Post-Doc,> 2 ans/years,> 2 ans/years,Post-doc,Positif / Positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,"Le colloque permet d'offrir à des étudiants de s'initier à la transmission de connaissance à la communauté scientifique, et j'ai personnellement 3 étudiants qui ont bénéficié de cette expérience à la fin de leur baccalauréat. C'est notamment grâce à cela que le réseau de scientifique peut être mis à contribution, notamment dans mon cas pour des partenariats avec des projets scientifiques parallèles aux activités de l'Observatoire d'Oiseaux de Rimouski.",4,2,Ce sont plutôt des bourses obtenues par mes étudiants qui ont permis de financer une partie des projets de recherche de ces étudiants. Une partie de la bourse était allouée à l'étudiant et l'autre partie à l'achat de matériel.,5,"biodiverstié en crise, devoir de conservation, indispensable","Au quotidien, le CSBQ m'apporte une légitimité supplémentaire dans mes recherches, en pouvant mettre à contribution d'autres chercheurs et des ressources qui sont dévoués à la recherche dans mon domaine. ",Oui,No
3/9/2020 12:35:25,NA,Université du Québec en Outaouais,Ph.D.,< 1 an/year,< 6 mois/months,projet de doctorat,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"J'ai participé à une retraite d'écriture (5-8 mars 2020) organisé par le CSBQ. C'était une belle opportunité pour travailler efficacement sur l'avancée de mon projet, dans un cadre dynamique, méthodologique et stimulant. Le lieu naturel du Mont Saint Hilaire se prêtait parfaitement à l'organisation d'un tel évènement. J'espère que d'autres retraites d'écriture seront organisées par le CSBQ car c'est une ambiance productive qui suit d'excellente méthodes d'écritures (""Thésez vous""). De plus, la grande participation du CSBQ est très avantageuse pour les étudiants. ",5,0,,,"Partage, recherche, référence",Le CSBQ m'a apporté des rencontres et un grand partage de connaissances autour de formation et retraite d'écriture.,Oui,Yes
3/9/2020 13:45:45,NA,McGill University,Ph.D.,> 2 ans/years,,Phd candidate,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,When I started my PhD I had no experience with R and the workshop was extremely important for me since my program does not offer a R course.,5,2,I used one of the awards to present some of my project results at the Evolution meeting in 2019 and the other one was used to take an important internship to learn a method for one of my thesis chapter.,5,"support, partnership, opportunities",QCBS has supported my PhD giving opportunities to develop skills that I would not have elsewhere and that without them would make much harder to develop my thesis.,Oui,No
3/9/2020 14:06:09,NA,INRS-institut Armand Frappier,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,QCBS offers activities and workshops that are an excellent way to learn and grow the network of people in our field. For the workshops (R and stats) QCBS implicate students that are more experienced (offering leadership opportunities) and give help to new students or non experienced in the field. On the other hand the workshops are a great opportunity to meet and talk with professors.  ,5,1,I participated in a conference.,5,Students centered guidance and cooperation.,"The sense of being part of a network of people who share the passion for science, nature and biodiversity. ",Oui,No
3/9/2020 16:10:04,NA,Concordia University,Ph.D.,1 - 2 ans/years,1 - 2 ans/years,PhD Student ,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"QCBS has  help me develop my teaching and writing skills. Additionally, I have established connections with other students outside my geopole and with francophone institutions. Such links wouldn't have possible without the presence of QCBS. In addition, I was able to share portions of my computational skills with a multitude of QCBS student members and people in general. All the material I have developed for QCBS purposes (i.e. Atelliers, Intensive courses, Symposia) is freely available on the QCBS webpage.  Finally, I found my current PhD project in the QCBS webpage. ",5,2,I was awarded 200 CAD for my sharing my knowledge on text mining applied in Ecological research. This experience was not only satisfactory for myself but I help to fill a gap in the computational knowledge on QCBS members. ,5,"Support, Collaboration, Network","Knowledge, Skills, financial support. ",Oui,Yes
3/9/2020 16:26:02,NA,INRS-institut Armand Frappier,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,"As a biologist, R workshops really helped me analyze my project data and it also gave me an option to continue data analysis and R programming as a potential career which otherwise was always out of my league. It is a boon for biologists as there are not many biologists with knowledge of data analysis. 
I had also done workshops on database management using SQL and graphical editing that will help my manuscript preparation. 
",5,3 or more,"With very generous support from QCBS, I was fortunate to attend 3 international conferences, 1 intensive course and 2 symposiums arranged by QCBS itself from which I gained deep insights towards my project. The conferences also gave me an excellent opportunity to network with peers in my area of research. ",5,Always striving for development of students.  ,"I gained knowledge, exposure, network, skills and opportunities. It is very rare to see such organization like QCBS always standing up for the betterment of science and students.",Oui,Yes
3/9/2020 19:15:10,NA,Université du Québec à Rimouski,M. Sc.,< 1 an/year,< 6 mois/months,ma maîtrise,Neutre / Neutral,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,Neutre / Neutral,j'ai grâce au CSBQ j'ai pu avoir accès a une retraite de rédaction qui a été très bénéfique pour la rédaction d'un article scientifique,5,0,,3,une aide indispensable,j'ai grâce au CSBQ j'ai pu avoir accès a une retraite de rédaction qui a été très bénéfique pour la rédaction d'un article scientifique,Oui,No
3/10/2020 8:11:51,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"The free R workshops and the tutorials online are extremely helpful and have helped me better understand how to do my analyses. I took the intensive course in biodiversity when I first started my PhD, and it gave me many ideas for formulating my own research. ",5,1,The award for the biodiversity course.,5,indispensable for students,The opportunity to take courses that I would not otherwise be able to attend.,Oui,No
3/10/2020 9:53:33,NA,Concordia University,M. Sc.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,"QCBS is a wonderful, multi-faceted entity. When I moved to Quebec for my master's program, I was thrilled to learn about QCBS, wishing we had a similar organization in Ontario. QCBS provides opportunities to share research, hone academic skills and support new researchers. As a recipient of a QCBS Excellence Award, I was able to participate in an international training opportunity -otherwise I would not have been able to do so. The annual symposium allowed me to share some of my research by participating in the poster session. I was able to share my findings and discuss with peers who were using similar theory with different applications. This was an exciting exchange, as I would never have been able to share my knowledge and contribute to their projects, providing new avenues to explore to support their investigations (I study primate route decision-making, while the other researcher studies human decision-making in video games). I have also found the workshops in R to be very helpful. In addition to the financial support I've received, this practical support has been useful. Being able to discuss with others directly has made the learning curve relating to R much more bearable. I would be saddened for future new graduate students if QCBS doesn't survive the funding limitations. I think it's a worthwhile project and organization. It would be a shame for it to be limited in the support it offers. ",5,1,International Workshop Training Opportunity (Fractal Analysis workshop in Japan),5,Tool. Resource. Community. ,A sense of community and a place to share and exchange research ideas in science. ,Oui,No
3/10/2020 12:40:49,NA,Concordia University,Ph.D.,> 2 ans/years,< 6 mois/months,,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Allowed me to share experience with conducting meta-analyses and assist in teaching a workshop,5,3 or more,Travel to international conferences e.g. Colombia & Malaysia ,5,integral community,professional development and community support of researchers,Oui,No
3/10/2020 12:44:30,NA,Université de Montréal,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,"Découvrir de nouvelles méthodes avec les ateliers de visualisation ou de path analysis.
Le colloque annuel m'a permis de rencontrer des étudiants et professeurs avec lesquels j'ai pu avoir des discussions très intéressantes, m'aidant pour mon projet de doctorat.",5,2,Ces bourses m'ont permis de participer à des conférences internationales. Expérience à chaque fois très positives car me permettant de discuter de mon projet et voir ce qu'il se fait d'autre mais également de construire mon réseau.,5,un soutien inestimable et une ressource de connaissances,,Oui,No
3/10/2020 14:29:53,NA,INRS-institut Armand Frappier,Ph.D.,> 2 ans/years,> 2 ans/years,PHD,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,,4,1,,4,Opportunities a ne pas rater,Source de financement et réseautage ,Oui,No
3/10/2020 14:30:01,NA,Université du Québec à Montréal,Post-Doc,> 2 ans/years,1 - 2 ans/years,post doc,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,,5,3 or more,J'ai eu l'occasion par les bourses Excellence d'agrandir mon réseau de collaboration. ,5,,une communauté et un réseau! ,Oui,Yes
3/10/2020 15:53:58,NA,Université du Québec à Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,Étudiant,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Financement pour congrès,5,1,Permis d'assister et de présenter à un congrès et d'agrandir mon réseau académique,5,,,Oui,No
3/10/2020 16:42:49,NA,McGill University,M. Sc.,> 2 ans/years,> 2 ans/years,"assistant de recherche, musée Redpath",Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Neutre / Neutral,La formation en design graphique a fortement amélioré ma productivité en illustration pour accompagner des articles.,4,1,Le CSBQ a couvert une partie des frais d'une conférence de paléontologie internationale qui m'a permis de présenter mes résultats de maîtrise à une assistance plus large que tous les colloques auxquels j'ai participé jusque-là. Cette conférence m'a également permis d'échanger des idées avec des paléontologues ayant des formations extrêmement diverses. Ces rencontres m'ont fortement inspiré à présenter mes résultats au grand public et à les intégrer à des activités éducatives afin de susciter l'intérêt envers les sciences naturelles auprès des jeunes.,3,"connaissances, compétences, communication",Intégration à une communauté foisonnante de jeunes chercheurs en écologie et en évolution,Oui,No
3/10/2020 18:08:16,NA,McGill University,Ph.D.,< 1 an/year,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Positif / Positive,The QCBS R workshops and available online materials helped me master new modeling techniques that helped revise my first manuscript I have sent for submission. The network of researchers involved with QCBS has allowed me to look outside my home department for guidance and collaboration as I develop my PhD project in a way that would not be as easy without this connection. ,5,0,,5,collaborative research network,"Exposure to great scientists, resources, and funding that would be unavailable without QCBS",Oui,No
3/11/2020 4:58:17,NA,,,,,,,,,,,,,,,,,,,
3/11/2020 10:55:14,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Neutre / Neutral,Neutre / Neutral,,4,0,,,,,Oui,No
3/11/2020 13:23:00,NA,Université du Québec à Montréal,M. Sc.,< 1 an/year,< 6 mois/months,Master student,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,The QCBS Intensive Course is a great opportunity to meet on a personal level internationally recognized researchers from Universities around the Montreal area and from all over Canada. The R workshops are a great way to learn and improve our statistical and coding skills surrounded by peers and speakers internationally recognized. ,5,1,I have received the QCBS Intensive Course Award to pay for non-tuition fees associated with the QCBS Intensive Course.,5,"Statistical tools, Communication skills","I have gained a lot in terms of scientific communication skills, statistical tools and contacts in the scientific community in many different field of biological sciences. ",Oui,No
3/11/2020 13:34:19,NA,,,,> 2 ans/years,sur le marché du travail,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,"Meilleures capacités en statistique avec R, utilisation de logiciels (GIMP) pour le traitement d'images et de graphiques, opportunité de réseautage, communication scientifique avec Le Beagle (blog du csbq)",4,0,,3,"Communauté, soutient",de la formation et du réseautage,Oui,No
3/11/2020 13:40:14,NA,McGill University,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,,Ne s'applique pas / Does not apply,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,,5,0,,,,,Oui,Yes
3/11/2020 13:40:15,NA,McGill University,M. Sc.,1 - 2 ans/years,,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,,4,0,,,,,Oui,No
3/11/2020 13:45:52,NA,McGill University,M. Sc.,> 2 ans/years,6 mois/months - 1 an/year,Research Associate at McGill ,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,The R workshops were extremely helpful when trying to learn the program during my M.Sc. I also participated in the Biodiversity course and it was the best graduate course I took. I learned a lot and it was a great way to meet researchers from other institutions. ,4,3 or more,I received money on two occasions for field work in Uganda and once for the biodiversity course. These awards relieved some of the financial burden associated with research and gave me opportunities I would not have had otherwise. ,4,,"a large network, many diverse skills ",Oui,No
3/11/2020 13:47:23,NA,McGill University - Macdonald Campus,M. Sc.,> 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,The R workshops helped me learn new techniques for data management and analysis,4,0,,,community,networking and community,Oui,No
3/11/2020 13:49:43,NA,McGill University,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,,Fortement positif / Strongly positive,,Fortement positif / Strongly positive,"I have taught R workshops through the QCBS program. This has given me valuable pedagogical experience, and has vastly improved my own understanding of applied statistics. I have also had an opportunity to interact with colleagues from other universities, especially Francophone ones, in the Montreal area that I would have not otherwise have had the chance to do so.",5,1,Travel to conference to present research,5,"Collaboration, continuing education",Applied skills and opportunities for professional networking,Oui,No
3/11/2020 13:59:07,NA,McGill University,Post-Doc,1 - 2 ans/years,1 - 2 ans/years,,Neutre / Neutral,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,,3,0,,3,network oppurtunity,"a group of people to talk about science with, networking opportunities",Oui,No
